Total_carbon_emissions,CSR_board_size,Indirect_carbon_emissions,Disclosure_scores,Controversy_level,Disclosure_of_R&D,Renewal_energy,Environmental_scores,Climate_change_policy,Waste_management,Planning_zero_carbon,Issue_green_bonds,Direct_carbon_emissions,MSCI_ESG_index,CSR_commitee,Water_treatment,Scope3_carbon_emissions,Biodiversity,Net_zero_targets,Govt_collaboration,ESG_funds,GHG_sales,Recycling,SDG_targets,Dow_jones_sustainability_index,Energy_conservation,Risk_score
12500.0,5,3400.0,52.93,3,0,0,27.57,1,1,0,0,9100.0,3,1,1,0.0,1,0,1,733,701.42,1,3,1,1,23.82
83.93,7,77.3,53.08,1,0,0,37.84,0,1,0,0,6.64,3,1,1,67.23,0,0,0,867,5.92,0,3,1,1,15.15
7.05,4,5.14,45.28,2,1,1,25.37,1,1,0,0,1.91,3,1,1,30.48,0,0,0,1185,0.48,0,3,1,1,16.2
90.69,0,53.35,44.88,2,1,0,21.62,1,1,0,0,37.34,3,0,0,90.87,0,0,0,846,6.02,0,3,1,1,19.24
1911.56,0,30.02,46.13,1,0,0,20.57,0,1,0,0,1881.54,3,0,0,1511.91,0,0,0,560,187.12,0,3,1,0,14.32
459.78,4,253.31,49.28,2,1,0,38.57,0,1,0,0,206.47,3,1,1,6361.63,0,0,0,806,50.08,1,3,1,1,30.92
1611.39,0,1572.63,55.33,1,0,0,49.11,1,1,0,0,38.76,0,0,1,83.34,0,0,0,143,83.16,1,3,1,1,10.89
64.95,0,63.21,52.2,0,1,1,34.58,1,1,0,0,1.73,0,0,1,913.12,0,1,1,4,24.92,0,3,1,1,0.0
11.19,0,8.11,34.97,2,0,0,8.06,1,1,0,0,3.08,0,0,0,0.0,1,0,0,173,2.09,0,3,1,1,24.14
56.63,0,26.33,56.63,1,1,0,37.24,1,1,1,0,30.3,0,0,1,13014.3,0,1,1,261,2.93,1,3,1,1,7.47
1063.69,4,648.6,70.78,4,1,1,71.1,1,1,0,0,415.09,3,1,1,20501.4,1,1,1,1019,13.25,1,3,1,1,25.08
773.95,3,692.3,55.13,3,0,1,35.73,1,1,0,1,81.65,3,1,1,181.0,1,1,0,1050,4.82,0,3,1,1,29.02
38.9,4,34.58,46.36,4,0,0,22.23,1,1,1,0,4.32,0,1,1,75.81,1,1,1,52,6.95,0,3,1,1,23.42
1004.0,4,559.0,66.81,2,0,1,54.15,1,1,0,0,445.0,3,1,1,6234.0,1,0,0,879,88.39,1,3,1,1,26.84
431.46,0,162.75,57.25,2,1,1,49.74,1,1,0,0,268.71,3,0,1,8749.72,0,0,0,681,44.95,1,3,1,1,21.19
55.14,5,41.83,52.64,1,1,1,38.12,1,1,0,0,13.31,3,1,0,60.08,0,0,0,798,7.34,0,3,1,1,23.15
4200.0,4,2200.0,68.61,2,1,0,64.78,1,1,0,0,2000.0,3,1,1,13208.0,1,0,0,886,212.26,1,3,1,1,22.05
19700.0,4,3400.0,74.28,2,0,0,55.84,1,0,0,0,16300.0,3,1,1,0.0,1,0,1,598,1283.27,0,3,1,1,18.55
0.0,0,0.0,20.01,2,0,0,2.42,1,1,0,0,0.0,3,0,1,0.0,0,0,0,434,0.36,0,3,1,1,0.0
0.0,0,0.0,42.52,0,0,0,17.88,0,1,0,0,0.0,3,0,1,0.0,0,0,0,746,36.97,1,1,1,1,16.91
506.43,0,456.05,45.16,2,0,0,26.94,1,1,0,1,50.38,0,0,1,486.3,0,0,0,188,24.4,0,3,1,1,12.63
1422.32,6,773.07,51.66,3,0,0,31.02,1,1,0,0,649.26,3,1,1,23277.5,1,0,0,570,73.46,1,3,1,1,35.3
5917.43,6,3603.85,50.6,3,0,0,36.94,1,1,0,0,2313.57,3,1,1,2290.06,0,0,0,778,47.73,1,3,1,1,21.39
349.49,4,269.61,50.79,2,0,0,38.39,0,1,0,0,79.89,3,1,1,142.58,0,0,1,332,21.19,0,1,1,1,29.66
0.0,4,0.0,39.85,2,1,0,16.46,0,1,0,0,0.0,3,1,1,0.0,0,0,1,871,32.54,0,1,0,1,19.04
112.77,0,79.2,59.16,1,0,0,47.36,1,1,0,0,33.57,3,0,1,23.06,0,1,0,1015,13.29,1,3,1,1,13.66
483.83,5,383.57,59.19,2,0,1,45.42,1,1,0,0,100.25,3,1,1,0.0,1,1,1,474,23.17,0,3,1,1,12.51
65.0,5,62.28,51.95,1,0,0,33.92,0,0,0,0,2.73,3,1,1,89.51,0,0,1,292,4.79,0,3,1,1,11.5
0.0,0,0.0,31.9,2,0,0,0.33,0,0,0,0,0.0,3,0,0,0.0,0,0,1,518,2.58,0,3,1,0,23.06
3.86,0,0.86,33.06,0,0,0,13.08,0,1,1,0,3.01,3,0,1,0.0,0,1,0,285,1.92,0,1,1,1,0.0
12.19,0,9.01,51.36,2,0,0,36.94,1,1,0,0,3.17,3,0,1,41.85,0,0,0,648,0.43,0,3,1,1,16.91
55.17,0,33.17,40.82,2,0,0,13.47,0,1,0,0,22.0,0,0,1,0.0,0,0,0,118,3.5,0,3,1,1,12.53
0.0,0,0.0,40.52,2,0,0,15.95,0,0,0,0,0.0,3,0,0,0.0,0,1,0,812,29.79,0,3,1,0,12.87
968.02,5,662.66,60.58,3,0,1,41.32,1,1,0,0,305.36,3,1,1,30644.5,1,0,0,218,14.97,0,3,1,1,28.36
0.0,0,0.0,33.99,2,0,0,3.59,1,1,0,0,0.0,3,0,1,0.0,1,0,0,450,7.06,1,2,1,1,16.48
2406.0,4,1932.0,54.32,3,0,1,41.44,0,1,0,0,474.0,3,1,1,0.0,1,0,0,1148,20.23,0,3,1,1,11.49
9.9,4,3.09,48.97,2,0,0,27.09,1,1,0,0,6.81,3,1,1,3.52,0,0,0,288,1.08,0,1,0,1,23.09
2215.26,0,1951.34,51.93,2,1,0,40.38,1,1,0,0,263.92,3,0,0,1793.93,0,0,0,580,114.52,0,3,1,1,24.01
0.0,0,0.0,31.5,1,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,546,7.1,0,0,1,0,26.16
597.75,0,552.25,44.62,2,0,0,24.46,0,1,0,0,45.5,0,0,1,0.0,0,0,0,184,22.12,1,1,1,1,16.81
0.0,0,0.0,37.67,0,0,0,14.38,0,0,0,0,0.0,0,0,0,0.0,0,0,0,17,5.94,0,0,1,0,0.0
45.45,0,23.96,53.24,2,1,0,39.47,0,1,0,0,21.5,0,0,1,41.85,0,0,1,229,1.7,0,3,1,1,9.95
44400.0,5,8000.0,66.67,3,0,0,64.57,1,1,0,0,36400.0,3,1,1,0.0,1,0,1,0,584.88,0,3,1,1,28.7
0.0,0,0.0,31.69,2,0,0,0.33,0,0,0,0,0.0,3,0,0,0.0,0,0,0,397,4.25,0,3,1,0,29.52
6806.3,0,5479.82,61.77,3,1,1,60.16,1,1,0,0,1326.48,3,0,1,8029.95,1,0,1,586,306.71,1,3,1,1,21.89
104.07,5,82.69,42.17,2,0,0,20.54,1,1,0,0,21.38,3,1,0,79.56,0,1,1,1049,6.6,0,3,1,1,19.45
252.0,0,174.0,49.72,1,0,0,31.77,0,1,0,0,78.0,3,0,1,0.0,0,0,0,808,27.72,0,3,1,1,25.93
0.0,3,0.0,41.44,1,0,0,17.64,0,1,0,0,0.0,0,1,1,0.0,1,0,0,160,76.7,0,3,1,1,35.7
56.9,0,52.14,56.8,4,1,0,38.42,1,1,1,0,4.76,3,0,1,503.01,0,1,1,1310,3.38,0,3,1,1,16.98
116.65,0,84.09,64.56,2,1,1,59.23,1,1,0,0,32.55,3,0,1,2587.75,1,0,0,792,22.36,1,3,1,1,26.53
676.63,4,569.6,47.27,3,1,0,38.48,1,1,0,0,107.04,3,1,1,52955.6,1,1,1,850,39.17,1,3,1,1,24.79
316.78,0,173.39,51.28,3,0,0,26.4,1,1,0,0,143.39,3,0,1,67.11,0,1,1,649,1.36,0,3,1,1,15.17
2876.81,4,0.0,44.45,0,0,0,28.09,1,1,0,0,0.0,0,1,1,0.0,1,0,0,85,3276.09,0,3,1,1,0.0
1168.89,5,413.55,75.81,3,0,1,67.68,1,1,0,0,755.34,3,1,1,6965.6,0,1,1,1232,27.81,1,3,1,1,21.84
1889.0,0,1845.0,48.39,4,1,1,35.34,1,0,0,0,44.0,3,0,1,5703.0,0,1,0,948,31.31,0,3,1,1,32.54
103.89,5,90.28,56.24,2,0,0,40.08,1,1,0,0,13.61,3,1,1,5461.96,0,1,1,797,1.06,0,3,1,1,14.95
0.0,3,0.0,61.85,2,0,0,64.12,1,1,0,0,0.0,3,1,1,0.0,0,1,1,879,299.78,0,3,1,1,17.44
3669.97,5,3556.55,64.86,3,1,1,70.58,1,1,0,0,113.41,3,1,1,11332.5,1,1,0,2003,34.95,1,3,1,1,15.24
0.0,3,0.0,40.19,2,0,0,17.64,0,1,0,0,0.0,3,1,1,0.0,1,0,0,478,315.6,0,3,1,1,14.05
0.0,0,0.0,31.25,1,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,1,529,2.39,0,1,1,0,28.5
1040.51,0,634.14,66.53,2,1,0,47.39,1,1,0,0,406.38,3,0,1,4572.09,0,0,0,508,114.63,1,3,1,1,21.47
1795.19,5,938.6,60.64,3,1,0,52.91,1,1,0,0,856.59,3,1,1,19852.2,1,1,1,793,68.03,1,3,1,1,23.78
12.78,9,11.21,53.62,2,1,0,36.24,1,1,0,1,1.57,3,1,0,199.65,0,1,1,962,0.24,0,3,1,1,10.59
228.1,4,199.8,50.54,3,1,1,30.26,1,1,0,1,28.3,3,1,0,1374.54,0,1,0,956,3.93,0,3,1,1,22.38
4583.96,5,1452.44,79.24,2,0,0,79.4,1,1,0,0,3131.52,3,1,1,5411.49,1,0,0,699,766.84,0,3,1,1,36.87
80.98,3,63.63,63.36,3,1,0,51.65,1,1,0,0,17.35,3,1,1,1817.97,0,0,0,801,9.64,1,3,1,1,13.75
0.0,0,0.0,36.11,0,0,0,0.76,0,0,0,0,0.0,0,0,0,0.0,0,0,0,109,214.52,0,1,1,1,0.0
34.51,4,34.51,56.88,2,1,0,51.01,1,1,0,0,0.0,3,1,1,28.48,0,1,0,700,0.0,0,3,1,1,11.93
29.36,0,23.45,49.25,2,0,0,29.75,0,1,0,0,5.91,3,0,1,0.0,1,1,0,0,3.04,0,3,1,1,12.98
216.9,0,125.73,52.76,0,0,0,49.08,1,1,0,0,91.17,0,0,1,5.83,0,0,0,11,26.28,1,1,1,1,0.0
0.0,0,0.0,39.16,2,0,0,15.13,0,0,0,0,0.0,0,0,0,0.0,0,0,1,86,36.56,0,1,1,1,20.36
101.89,0,96.53,48.17,1,1,0,37.21,0,1,0,0,5.35,3,0,0,65.61,0,0,0,679,11.87,0,1,1,0,15.51
78.08,0,26.59,34.71,2,1,0,10.84,0,0,0,0,51.49,3,0,0,1234.94,0,1,0,807,4.17,0,3,1,0,16.25
355.74,4,0.0,47.47,2,0,0,25.49,0,1,0,0,0.0,3,1,1,0.0,0,1,0,621,33.3,1,3,1,1,14.35
3554.0,5,1823.0,82.01,3,1,0,84.42,1,1,0,0,1731.0,3,1,1,2132.61,1,1,1,944,326.83,0,3,1,1,20.33
172.09,0,143.5,45.81,2,1,0,23.86,0,1,0,0,28.59,3,0,1,15.52,1,1,0,382,18.53,0,1,1,1,11.24
0.0,0,0.0,54.99,2,0,0,48.84,1,1,0,0,45645.7,3,0,1,0.0,1,1,1,899,2969.73,0,2,1,1,27.53
304.89,4,258.17,61.8,3,1,1,55.12,1,1,1,0,46.71,3,1,1,15777.0,1,0,1,1180,7.79,1,3,1,1,16.95
255.91,0,204.89,51.01,2,0,1,32.2,1,1,0,0,51.02,0,0,1,9.1,0,0,0,138,20.93,1,3,1,1,15.75
4985.52,6,201.47,58.8,2,1,0,41.23,0,1,0,0,4784.05,3,1,0,6557.37,0,0,0,744,348.44,0,3,1,1,22.73
39.24,5,37.33,52.59,2,0,1,25.82,1,0,0,0,1.91,3,1,1,20.29,1,0,0,814,5.22,0,3,1,1,24.39
484.96,5,339.79,62.49,2,0,0,51.1,1,1,0,0,145.17,3,1,1,1475.95,1,1,0,206,24.27,0,3,1,1,27.4
2664.49,4,1291.88,43.68,0,0,0,16.43,1,1,0,0,2664.49,0,1,1,1291.88,1,0,0,55,2241.18,0,3,1,1,0.0
0.0,0,0.0,38.33,2,0,0,2.42,0,1,0,0,0.0,0,0,1,0.0,0,0,0,131,81.91,0,3,0,1,33.04
42187.0,4,187.0,58.4,2,1,0,50.71,1,1,1,0,42000.0,3,1,1,10.8,1,1,1,268,1595.13,0,3,1,1,31.62
0.0,0,0.0,54.22,2,0,0,54.33,0,1,0,0,4391.31,3,0,1,0.0,1,1,0,632,329.24,0,1,1,1,32.28
67.61,4,64.94,67.83,2,0,0,65.78,1,1,0,0,2.67,3,1,1,426.74,0,0,1,1512,6.03,1,3,1,1,13.45
0.0,0,0.0,32.58,1,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,577,4.19,0,1,1,0,20.75
0.0,0,0.0,39.05,0,1,0,15.61,0,1,0,0,0.0,0,0,0,0.0,0,1,1,74,945.42,1,3,1,1,0.0
27900.6,4,5470.43,65.78,2,1,0,57.87,1,1,0,0,22430.2,3,1,1,206000.0,1,1,0,418,1292.24,0,3,1,1,43.23
216.75,4,0.0,43.8,0,0,0,22.92,0,1,0,0,0.0,0,1,1,0.0,0,0,0,79,41.58,0,3,1,1,0.0
0.0,0,0.0,31.49,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,111,4.46,0,3,1,0,28.56
6702.05,7,4500.9,47.19,2,0,0,25.34,0,1,0,0,2201.15,0,1,1,0.0,1,0,1,60,1033.38,0,1,1,1,40.43
90.41,0,58.01,43.94,1,0,1,25.37,0,1,1,0,32.41,3,0,0,109.96,0,1,0,713,5.08,1,3,1,1,18.18
6800.0,0,3000.0,63.67,1,0,0,57.48,1,1,0,0,3800.0,3,1,1,57400.0,1,0,0,685,621.79,0,3,1,1,23.98
507.0,0,489.92,52.06,2,0,1,44.13,1,1,0,0,17.08,3,0,1,1766.05,1,0,0,953,16.76,0,3,1,1,13.92
0.0,3,0.0,33.67,1,0,0,0.76,0,0,0,0,0.0,3,1,0,0.0,0,0,1,591,37.16,0,1,1,1,13.03
162.75,0,91.86,63.57,3,0,0,58.2,1,1,0,0,70.89,0,0,1,182.39,0,0,0,96,19.17,1,3,1,1,19.83
0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,707,0.0,0,3,1,0,0.0
6381.16,5,424.94,52.31,2,0,0,34.73,1,1,0,0,5956.21,0,1,1,0.0,1,0,0,74,1071.84,0,3,1,1,32.49
0.0,0,0.0,36.6,0,0,0,14.38,0,0,0,0,0.0,0,0,0,0.0,0,0,0,95,4.27,0,1,1,0,0.0
4203.56,4,1427.15,79.3,1,1,1,84.93,1,1,0,1,2776.41,3,1,1,3784.56,1,0,1,834,539.18,0,3,1,1,15.34
285.5,0,165.29,43.53,3,1,0,27.88,0,1,0,0,120.21,3,0,1,81111.6,0,0,0,644,12.64,0,3,1,1,27.77
3250.0,0,1220.0,59.65,1,0,0,59.44,1,1,0,0,1030.0,3,0,1,1010.0,1,0,0,533,458.54,1,3,1,1,16.66
0.0,0,0.0,42.12,2,0,0,18.21,0,1,0,0,0.0,3,0,1,0.0,0,0,1,580,57.76,0,3,1,1,29.2
0.0,0,0.0,38.44,0,0,0,15.19,0,1,0,0,0.0,0,0,0,0.0,0,0,0,113,4.65,1,1,1,1,0.0
56.9,4,47.0,49.55,2,1,1,35.64,1,1,0,0,9.9,3,1,1,32.1,0,1,0,1130,2.95,0,3,1,1,15.99
0.0,3,0.0,33.45,0,0,0,1.57,0,1,0,0,0.0,0,1,0,0.0,0,0,0,76,334.99,0,1,1,1,0.0
0.0,0,0.0,34.93,2,0,0,2.27,1,0,0,0,0.0,0,0,1,0.0,0,0,0,64,13.67,0,3,1,1,12.3
5108.94,4,1556.52,64.13,3,0,1,51.43,1,1,0,1,3552.42,3,1,1,50465.1,1,1,1,1178,80.28,1,3,1,1,15.94
0.0,3,0.0,32.69,2,0,0,0.33,0,0,0,0,0.0,0,1,0,0.0,0,0,0,77,39.93,0,1,1,0,17.41
1490.0,4,760.0,57.16,3,1,0,54.06,1,1,0,0,730.0,3,1,1,5708.51,1,1,0,976,16.98,1,3,1,1,25.34
7426.19,0,2930.62,58.76,5,0,0,73.97,1,1,0,0,4495.57,3,0,1,42355.3,1,0,1,182,317.64,0,3,1,1,35.26
844.53,6,447.32,75.24,3,1,1,70.07,1,1,1,0,397.21,3,1,1,4126.61,1,1,0,269,25.13,1,3,1,1,23.79
38300.0,9,7800.0,60.08,3,0,0,40.77,1,1,0,0,30500.0,3,1,1,373000.0,1,0,0,588,367.63,0,3,1,1,29.35
0.0,0,0.0,34.79,0,0,0,1.09,0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,534.27,0,3,0,1,0.0
212.22,0,181.93,57.07,3,0,1,36.21,1,1,0,1,30.29,3,0,1,138.33,0,0,0,924,9.66,0,3,0,1,22.34
115.03,0,83.16,57.8,2,0,1,53.73,0,1,0,0,31.87,0,0,1,0.0,1,0,0,115,15.42,0,3,1,1,11.1
0.0,0,0.0,45.96,2,0,0,29.84,1,1,0,0,0.0,0,0,1,0.0,0,0,0,61,144.99,1,3,1,1,42.65
880.0,7,500.0,60.51,1,0,1,58.5,0,1,0,0,380.0,3,1,1,0.0,0,0,0,780,58.87,1,3,1,1,24.33
27433.2,4,581.51,63.02,2,0,0,60.86,1,1,0,0,26851.6,3,1,1,13242.5,1,1,0,276,5424.03,0,3,1,1,33.84
40.62,6,34.17,49.89,1,0,0,36.12,0,1,0,0,6.45,3,1,1,16.72,0,1,0,654,2.29,0,3,1,1,17.22
4754.08,5,2544.08,61.75,3,0,1,61.4,1,1,0,0,2210.0,3,1,1,229824.0,1,0,1,1254,71.7,1,3,1,1,26.61
0.0,3,0.0,35.42,1,0,0,1.9,1,1,0,0,0.0,3,1,0,0.0,0,0,0,790,4.7,0,3,1,1,20.87
71.9,3,54.65,57.42,1,0,0,38.75,1,1,0,1,17.25,3,1,1,331.95,0,1,0,948,0.8,0,3,1,1,16.21
14244.0,6,865.74,65.62,2,0,0,66.81,1,1,0,0,13378.2,3,1,1,0.0,1,1,0,546,974.38,0,3,1,1,28.46
0.0,4,0.0,39.26,2,0,0,14.71,0,0,0,0,0.0,3,1,0,0.0,0,0,1,613,3.36,0,1,1,0,20.87
128.88,3,93.84,57.54,3,1,1,42.8,1,1,1,0,35.04,0,1,1,2713.91,0,1,0,265,8.6,1,3,1,1,15.58
0.0,0,0.0,66.94,4,1,0,69.8,1,1,0,0,189.35,3,0,1,111.25,0,1,0,966,0.0,0,3,1,1,16.59
0.0,4,0.0,36.39,2,1,0,1.09,0,0,0,0,0.0,3,1,0,0.0,0,0,0,498,62.96,0,3,1,0,35.02
0.0,4,0.0,44.42,3,0,1,16.46,0,1,0,0,0.0,3,1,1,0.0,0,0,0,1009,37.68,1,1,1,1,20.9
87.47,0,74.92,42.12,2,0,0,32.07,0,1,0,0,12.56,0,0,1,0.0,1,0,0,91,6.42,0,1,1,1,25.29
0.0,3,0.0,39.03,0,0,0,15.95,0,1,0,0,0.0,0,1,0,0.0,0,0,1,6,73.91,0,3,1,1,0.0
63.29,0,0.0,43.0,2,1,0,18.51,1,1,0,0,0.0,0,0,1,0.0,0,1,0,250,14.87,1,3,1,1,13.18
0.0,0,0.0,32.59,2,0,0,0.48,0,1,0,0,0.0,3,0,0,0.0,0,0,0,590,3.46,0,3,1,0,23.99
1758.1,6,1145.8,47.56,3,0,0,34.25,1,1,1,0,612.31,3,1,1,11061.2,0,0,1,333,26.46,0,3,1,1,34.98
94.0,5,36.5,58.75,2,0,1,54.49,1,1,0,0,57.5,3,1,1,559.85,1,0,0,934,9.62,0,3,1,1,18.15
98.35,5,92.32,56.88,2,1,0,47.21,1,1,0,1,6.03,3,1,1,1062.59,1,0,0,868,13.34,0,3,1,1,15.6
0.0,0,0.0,33.6,0,0,0,2.08,0,1,0,0,0.0,0,0,1,0.0,0,1,0,183,3.1,0,3,1,1,22.48
0.0,0,0.0,34.62,0,0,0,1.57,0,1,0,0,0.0,0,0,0,0.0,0,0,0,181,23.4,0,0,1,1,18.47
14173.7,5,242.88,55.07,3,1,0,26.46,1,1,0,0,13930.9,3,1,0,3423.77,0,0,0,803,1445.28,0,3,1,1,21.33
0.0,0,0.0,43.95,0,0,0,22.98,1,1,0,0,0.0,0,1,0,0.0,0,0,1,46,15.27,0,3,1,1,0.0
0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,42,0.0,0,1,1,0,0.0
129.3,0,95.68,45.4,2,0,0,33.98,0,1,0,0,33.62,3,0,1,0.0,1,1,0,986,18.65,0,3,1,1,19.68
0.0,0,0.0,39.85,0,0,0,16.46,1,1,0,0,0.0,3,0,1,0.0,0,0,0,932,9.65,0,1,1,1,22.9
0.0,0,0.0,38.94,2,0,0,15.61,0,1,0,0,0.0,3,0,0,0.0,0,0,0,608,16.77,0,3,1,1,15.93
0.0,0,0.0,37.05,1,0,0,8.85,0,1,0,0,0.0,3,0,1,0.0,0,0,0,284,129.61,1,3,1,1,41.44
892.06,5,99.94,49.1,2,0,0,38.18,1,1,0,0,792.12,0,1,1,10233.7,0,0,0,185,91.44,0,1,1,1,16.09
33.11,0,29.51,54.26,1,1,0,34.04,1,0,1,0,3.6,3,0,0,328.75,0,1,0,1237,1.88,0,3,1,1,14.31
286.0,3,281.0,48.18,2,1,1,31.35,1,1,0,0,5.0,3,1,1,929.3,0,0,0,1254,12.93,0,3,1,1,13.18
335.99,0,214.09,44.43,0,0,0,25.28,0,1,0,0,121.9,0,0,1,0.0,0,1,0,66,54.2,0,1,1,1,0.0
15.04,4,14.21,32.8,0,0,0,6.31,0,0,0,0,0.82,0,1,0,0.0,0,0,0,83,2.29,0,1,1,0,22.17
0.0,0,0.0,25.43,3,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,28,128.87,0,1,1,0,51.46
0.0,0,0.0,32.07,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,124,40.16,0,1,1,0,0.0
5438.25,4,220.59,74.28,3,0,1,70.19,1,1,0,0,5217.66,3,1,1,67599.1,1,1,0,680,657.28,0,3,1,1,24.72
692.09,4,304.92,57.33,2,0,0,53.43,1,1,0,0,387.17,3,1,1,17.48,0,0,1,793,36.68,1,3,1,1,28.63
0.0,0,0.0,27.43,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,59,9.7,0,0,1,0,0.0
0.0,0,0.0,31.7,0,0,0,0.33,0,0,0,0,0.0,0,0,0,0.0,0,0,1,59,8.98,0,1,1,0,0.0
88250.4,6,36.85,55.09,2,0,0,54.42,1,1,0,0,88213.6,3,1,1,38773.4,1,1,0,307,4211.12,0,1,1,1,33.09
20577.1,0,44.78,60.01,2,0,0,46.84,1,1,0,0,20532.3,3,0,0,158.3,0,1,1,400,1222.08,0,1,1,1,32.39
0.0,0,0.0,33.0,0,0,0,0.48,0,1,0,0,0.0,0,0,0,0.0,0,0,0,97,44.67,1,3,1,0,0.0
202.78,0,105.6,48.64,0,0,0,37.42,0,1,0,0,97.18,0,0,1,337.23,1,0,0,182,39.33,1,3,1,1,0.0
279.0,4,160.0,46.74,1,0,0,41.38,0,1,0,0,119.0,3,1,1,5450.0,0,1,0,664,24.73,1,3,1,1,25.75
1171.0,6,790.0,50.05,3,1,1,32.2,1,1,0,0,381.0,3,1,1,17237.0,1,1,0,909,53.04,1,3,1,1,24.83
84.67,0,75.73,53.56,2,0,0,41.77,1,1,0,0,8.94,3,0,1,90.87,0,0,0,854,6.24,0,3,1,1,22.27
4391.31,0,2646.64,57.14,1,0,0,55.69,1,1,0,0,1744.67,3,0,1,0.0,0,0,0,688,412.83,0,3,1,1,32.21
0.0,0,0.0,31.84,0,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,1,66,13.39,0,1,1,0,0.0
0.0,0,0.0,37.14,3,1,0,14.38,0,1,0,0,0.0,3,0,0,0.0,0,0,0,675,29.94,0,3,1,1,28.52
26.8,3,24.83,42.65,2,0,0,8.4,1,1,0,0,1.97,3,1,1,12.67,0,0,0,712,0.64,0,3,1,1,17.22
1410.6,5,289.45,54.33,2,0,1,46.63,0,1,0,0,1121.15,3,1,1,11.73,1,0,0,606,30.13,0,3,1,1,12.06
26.87,0,25.0,48.3,1,0,0,21.2,1,1,1,0,1.87,3,0,1,9.76,0,1,0,841,3.51,0,3,1,1,17.05
0.0,0,0.0,48.95,0,0,0,31.17,0,1,0,0,0.0,0,0,1,0.0,1,0,0,142,4.68,0,3,1,1,0.0
0.0,0,0.0,46.31,2,0,0,34.31,1,1,0,0,7500.0,3,0,0,46900.0,1,0,0,237,1243.26,0,3,1,1,33.98
2917.55,0,2162.06,59.94,3,1,0,47.72,1,1,0,0,755.48,3,0,1,78400.0,1,1,1,1113,26.49,1,3,1,1,14.72
0.0,0,0.0,32.69,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,110,10.01,0,1,1,0,11.48
0.0,0,0.0,36.68,3,0,0,0.33,0,0,0,0,0.0,0,0,0,0.0,0,0,1,103,39.34,0,1,1,0,35.19
1562.02,0,1178.75,48.67,0,0,0,33.13,0,1,0,0,383.27,0,0,1,0.0,0,0,0,54,75.6,0,3,1,1,0.0
0.0,0,0.0,42.68,3,1,1,33.83,1,1,0,0,0.0,3,0,1,0.0,0,0,0,1128,12.87,0,3,1,1,28.54
2034.41,0,1067.83,68.83,2,0,0,67.23,1,1,0,0,966.58,3,0,1,0.0,1,0,0,1300,147.83,1,3,1,1,19.93
603.1,0,404.07,47.95,2,0,0,32.35,0,1,0,0,199.03,3,0,1,0.0,0,1,0,241,43.36,0,3,1,1,33.81
472.75,3,311.69,48.18,3,1,0,28.18,1,1,0,0,161.07,3,1,1,0.0,0,1,1,1372,19.92,1,3,1,1,13.52
0.0,0,0.0,40.81,0,0,0,16.52,1,0,0,0,0.0,0,0,0,0.0,0,1,0,122,24.05,0,3,1,0,29.21
782.88,4,673.58,50.79,2,0,0,34.46,1,1,0,0,109.3,3,1,1,80.3,0,0,0,943,17.91,1,3,1,1,14.43
0.0,0,0.0,32.58,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,112,4.34,0,1,1,0,22.59
253.24,3,176.34,47.41,2,0,0,13.2,1,1,0,0,76.9,3,1,1,0.0,0,1,0,922,24.57,1,3,1,1,13.76
51.72,0,27.97,54.37,1,0,0,22.8,1,0,0,1,23.75,3,0,1,17.82,0,1,0,847,1.13,0,3,1,1,20.52
414.55,5,387.91,46.0,2,0,0,15.55,1,1,0,0,26.64,3,1,1,7.1,0,1,0,832,12.87,0,3,1,1,18.16
5737.14,0,2253.36,59.89,4,1,0,61.25,0,1,0,0,3483.78,3,0,1,0.0,1,1,0,535,146.43,1,3,1,1,36.67
312.41,6,255.93,47.66,3,0,0,29.45,0,0,0,0,56.48,3,1,0,170.57,0,1,0,723,11.37,0,3,0,1,30.05
122.22,0,119.48,46.31,4,1,1,26.55,1,0,0,0,2.74,3,0,0,5896.46,0,1,0,530,9.85,0,1,1,1,29.23
2072.91,5,32.08,42.36,2,0,0,19.15,1,0,0,0,2040.83,3,1,1,0.0,1,0,0,479,245.07,0,3,1,1,34.0
151.01,0,143.62,36.62,2,0,0,4.26,0,0,0,0,7.39,3,0,0,5.81,0,0,0,645,18.74,0,3,1,0,15.46
10415.5,5,726.51,51.63,2,1,0,36.42,1,1,0,0,9688.96,3,1,1,15.5,1,0,1,960,526.61,0,1,1,1,25.26
