Total_carbon_emissions,CSR_board_size,Indirect_carbon_emissions,Disclosure_scores,Controversy_level,Disclosure_of_R&D,Renewal_energy,Environmental_scores,Climate_change_policy,Waste_management,Planning_zero_carbon,Issue_green_bonds,Direct_carbon_emissions,MSCI_ESG_index,CSR_commitee,Water_treatment,Scope3_carbon_emissions,Biodiversity,Net_zero_targets,Govt_collaboration,ESG_funds,GHG_sales,Recycling,SDG_targets,Dow_jones_sustainability_index,Energy_conservation,Risk_score
0.0,5,0.0,38.3,3,0,0,14.38,0,0,0,0,0.0,3,1,0,0.0,0,0,0,786,12.65,0,3,1,0,22.41
0.0,0,0.0,32.65,1,1,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,169,8.98,0,1,1,0,31.6
0.0,0,0.0,32.54,2,0,0,0.0,1,0,0,0,0.0,3,0,0,0.0,0,0,0,495,21.53,0,3,1,0,16.22
34.22,0,31.39,49.47,1,0,0,24.61,0,0,0,0,2.83,3,0,0,0.0,0,0,0,749,1.65,0,1,1,0,20.17
0.0,0,0.0,31.58,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,65,16.16,0,1,1,0,16.76
693.88,0,250.69,60.99,2,0,0,49.62,1,1,0,0,443.19,3,0,1,7.26,1,0,0,700,96.58,1,3,1,1,22.56
0.0,0,0.0,31.49,0,0,0,0.33,0,0,0,0,0.0,0,0,0,0.0,0,0,0,74,31.99,0,1,1,0,0.0
0.0,4,0.0,48.69,4,0,0,27.06,1,1,0,0,0.0,3,1,1,0.0,1,0,0,663,4.75,0,3,1,1,22.62
512.0,0,335.0,55.0,3,1,0,28.03,0,1,0,0,177.0,3,0,1,23.0,0,0,0,763,4.19,1,3,1,1,12.28
0.0,0,0.0,37.44,1,0,0,2.08,0,1,0,0,0.0,3,0,1,0.0,0,1,0,545,6.28,0,1,1,1,11.97
0.0,0,0.0,31.19,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,311,6.61,0,1,1,0,13.09
0.0,0,0.0,31.98,2,0,0,0.33,0,0,0,0,0.0,0,0,0,0.0,0,0,0,72,60.47,0,1,1,0,29.76
2250.0,5,1320.0,57.59,4,1,1,35.28,1,1,0,0,930.0,3,1,1,0.0,0,0,0,877,36.74,1,3,1,1,34.18
70.51,0,24.44,60.69,1,1,0,24.89,1,1,0,0,46.07,3,0,1,19.98,0,0,0,934,3.63,0,3,1,1,6.99
0.0,0,0.0,30.69,0,0,0,2.87,0,1,0,0,0.0,3,0,0,0.0,0,1,0,577,6.16,1,3,1,1,9.14
2847.4,4,1014.5,56.27,2,0,0,45.09,0,1,0,0,1812.9,3,1,1,0.0,0,0,1,484,564.08,1,3,1,1,29.27
0.0,0,0.0,34.42,2,0,0,0.82,0,1,0,0,0.0,3,0,0,0.0,0,0,1,852,1.32,0,3,1,0,20.83
0.0,0,0.0,48.67,2,0,0,28.51,1,1,0,0,6150.18,3,0,1,30466.9,1,1,1,345,1023.72,0,3,1,1,25.56
150.97,0,142.5,42.3,2,0,0,14.53,0,0,0,0,8.46,0,0,0,880.68,0,0,1,595,26.69,0,3,1,0,21.38
0.0,0,0.0,31.98,2,0,0,0.76,0,0,0,0,0.0,3,0,0,0.0,0,0,0,868,7.53,0,1,1,1,24.01
0.0,0,0.0,31.75,2,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,1,0,627,32.66,0,1,1,0,26.53
4586.27,4,31.01,49.01,2,0,0,11.78,0,0,0,0,4555.26,3,1,0,0.0,0,0,0,614,699.28,0,0,1,0,23.67
71000.0,4,5000.0,61.07,3,0,0,43.64,1,0,0,0,66000.0,3,1,1,400000.0,1,1,1,535,446.51,0,3,1,1,37.61
239.34,0,130.43,51.48,2,1,0,23.35,1,1,0,0,108.91,3,0,1,0.0,0,0,0,599,39.82,1,3,1,1,24.19
0.0,0,0.0,40.07,0,0,0,14.38,0,0,0,0,0.0,0,0,0,0.0,0,0,0,43,34.2,0,1,0,0,0.0
69.95,6,58.99,59.72,2,1,0,38.69,0,1,0,0,10.96,3,1,1,21.37,0,1,1,930,1.39,0,3,1,1,14.4
32.5,0,15.16,35.57,1,0,0,5.26,0,1,0,0,17.34,3,0,1,0.0,0,0,0,509,3.04,0,3,1,1,25.62
0.0,0,0.0,40.95,2,0,0,14.38,0,1,0,0,0.0,3,0,0,0.0,0,1,0,634,70.83,0,1,1,0,18.81
712.22,0,668.34,67.98,2,1,1,66.99,1,1,0,0,43.88,3,0,1,39520.6,1,1,1,1391,14.59,1,3,1,1,12.07
657.65,5,635.34,62.0,4,0,1,42.62,1,1,0,1,22.31,3,1,1,149.85,1,1,1,904,7.49,0,3,1,1,27.1
58.56,0,0.0,37.17,2,0,0,0.76,0,0,0,0,0.0,3,0,0,0.0,0,0,0,686,6.68,0,3,1,0,22.33
272.0,5,199.0,60.02,2,0,0,42.52,0,1,0,0,73.0,3,1,1,306.0,1,0,0,808,45.62,1,3,1,1,21.08
19162.0,0,6419.0,53.84,2,0,1,40.47,1,1,0,0,12743.0,3,0,1,15944.1,1,1,0,347,1964.23,0,1,1,1,21.29
1508.07,4,800.92,62.37,3,1,0,59.14,1,1,0,0,707.15,3,1,1,55127.6,1,1,0,1121,45.57,1,3,1,1,22.56
0.0,7,0.0,40.32,2,0,0,16.79,1,1,0,0,0.0,3,1,1,0.0,0,1,1,779,6.9,0,1,1,1,14.38
607.06,0,410.73,73.09,3,1,0,57.38,1,1,1,0,196.33,3,0,1,51201.7,1,1,0,1152,38.46,1,3,1,1,22.12
0.0,0,0.0,46.12,2,0,0,15.61,0,1,0,0,0.0,3,0,0,0.0,0,1,0,950,20.96,0,2,1,1,24.76
2132.77,0,1352.57,52.15,0,1,0,45.91,1,1,0,0,780.19,0,0,1,0.0,0,0,0,113,451.71,0,3,1,1,0.0
224.32,0,136.34,50.59,0,0,0,41.2,1,1,0,0,87.99,0,0,1,0.0,1,0,0,99,23.51,1,3,1,1,14.76
0.0,0,0.0,41.4,0,0,0,16.46,0,1,0,0,0.0,0,0,1,0.0,0,0,0,66,42.67,0,3,1,1,0.0
645.0,5,307.47,61.34,2,1,0,64.18,1,1,0,0,337.53,3,1,1,6656.49,1,0,0,648,80.53,1,3,1,1,32.76
20300.0,5,1100.0,63.49,2,0,0,52.4,1,1,0,0,19200.0,3,1,1,180179.0,1,1,1,590,483.41,0,3,1,1,34.9
4308.0,4,1240.0,50.04,3,0,1,31.35,1,1,0,0,3068.0,3,1,1,35000.0,1,0,0,721,335.88,0,3,1,1,23.09
370.44,0,54.05,45.27,2,0,0,32.04,1,1,0,0,316.39,3,0,1,797.17,1,0,0,491,50.85,0,0,1,1,25.79
0.0,0,0.0,33.53,0,0,0,0.33,0,0,0,0,0.0,0,0,0,0.0,0,0,0,7,16.3,0,1,1,1,0.0
2726.39,3,2106.01,46.15,2,1,0,33.55,0,1,0,0,620.38,3,1,1,4750.17,0,0,1,570,176.3,0,3,1,1,19.42
2508.42,0,0.0,40.51,3,0,0,19.93,1,1,0,0,0.0,3,0,1,0.0,1,0,1,813,17.5,1,2,1,1,24.19
95.55,0,63.43,44.77,2,0,0,27.09,0,0,0,0,32.12,0,0,1,46.62,0,0,1,92,13.58,0,1,1,1,32.7
0.0,0,0.0,37.24,0,0,0,2.6,0,1,0,0,0.0,3,0,1,0.0,1,1,0,860,13.16,0,3,1,1,13.2
0.0,5,0.0,39.58,1,1,1,2.42,0,1,0,0,0.0,3,1,1,0.0,0,0,0,414,139.1,1,1,1,1,9.81
4853.42,5,204.68,57.31,3,1,0,57.2,0,1,0,0,4648.74,3,1,1,153.92,1,0,0,823,385.68,0,3,1,1,20.09
872.84,6,566.88,69.96,2,1,1,69.59,0,1,0,0,305.97,3,1,1,815799.0,0,1,1,982,35.98,1,3,1,1,19.36
1274.1,5,1096.75,56.95,3,1,0,40.59,0,1,0,0,177.35,3,1,1,12271.5,0,1,1,959,4.69,1,3,1,1,22.86
0.0,0,0.0,32.24,2,0,0,0.42,0,0,0,0,0.0,3,0,0,0.0,0,0,0,576,2.47,0,1,1,1,22.06
542.13,0,0.0,42.54,0,1,0,21.9,0,1,0,0,0.0,0,0,1,0.0,0,0,0,134,71.96,0,3,1,1,0.0
0.0,4,0.0,38.35,2,0,0,15.61,0,1,0,0,0.0,3,1,0,0.0,0,0,0,1184,15.29,1,3,1,1,11.73
766.3,0,0.0,46.78,2,0,0,17.12,1,1,0,0,0.0,3,0,1,0.0,0,0,0,530,127.53,0,1,1,1,28.06
296.31,3,259.62,39.43,2,0,1,10.03,0,1,0,0,36.69,3,1,1,0.0,0,0,0,706,26.89,0,3,1,1,22.72
967.0,0,581.0,50.04,2,1,0,30.78,0,0,0,0,386.0,3,0,1,0.0,0,0,0,1137,56.76,0,3,1,1,16.64
0.0,2,0.0,35.45,0,0,0,1.75,0,0,0,0,0.0,0,1,0,0.0,0,0,0,73,649.75,0,3,1,0,0.0
537.4,0,484.4,45.18,2,0,1,34.07,0,1,0,0,53.0,3,0,1,15344.9,0,0,1,583,4.72,1,3,1,1,16.22
37267.9,5,273.46,68.06,2,1,0,61.79,1,1,0,0,36994.5,3,1,1,3883.5,0,1,1,504,977.09,1,3,1,1,26.13
359.86,0,339.45,41.95,2,0,0,27.97,0,0,0,0,20.41,0,0,0,0.0,0,0,0,139,22.64,0,3,1,0,16.2
0.0,0,0.0,32.93,2,0,0,2.6,0,1,0,0,0.0,3,0,1,0.0,1,0,0,768,3.63,0,1,1,1,22.57
0.0,0,0.0,31.73,1,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,1,0,544,20.94,0,1,1,0,17.24
0.0,0,0.0,37.25,3,0,0,15.28,0,1,0,0,0.0,3,0,0,0.0,0,0,0,375,10.62,0,1,1,1,21.4
0.0,0,0.0,32.33,2,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,618,60.64,0,3,1,0,17.11
0.0,0,0.0,37.42,2,0,0,15.28,0,1,0,0,0.0,3,0,0,0.0,0,0,0,587,50.99,0,3,1,1,15.08
51651.7,5,12243.6,64.73,2,0,0,65.99,1,1,0,0,39408.1,3,1,1,31548.5,1,1,1,397,3316.97,0,3,1,1,25.38
184.37,0,138.38,48.29,1,1,0,41.65,1,0,0,0,45.99,3,0,0,4107.98,0,0,0,718,21.7,0,1,1,1,25.09
0.0,0,0.0,0.0,0,0,1,0.0,1,0,0,0,0.0,3,0,0,0.0,0,0,1,579,0.0,0,3,1,0,0.0
36184.0,4,1938.0,67.32,2,0,0,73.06,1,1,0,0,32246.0,3,1,1,17389.8,1,1,0,300,2495.63,0,3,1,1,25.41
96570.3,6,28061.9,71.21,2,0,0,71.01,1,1,1,1,23.22,3,1,1,0.0,0,1,1,344,3789.42,0,3,1,1,27.63
0.0,5,0.0,39.08,3,0,0,17.97,1,1,0,0,0.0,3,1,1,0.0,1,1,0,568,222.38,0,3,1,1,28.95
868.32,0,805.2,56.44,2,0,0,49.32,1,1,0,0,63.12,0,0,1,90.28,0,0,1,0,25.2,0,3,1,1,16.08
7400.0,11,1600.0,67.8,2,0,0,60.34,1,1,0,0,5800.0,3,1,1,9029.85,1,1,0,345,799.76,1,3,1,1,24.36
183.99,0,154.43,55.64,2,1,1,43.25,1,1,0,0,29.55,3,0,1,554.0,1,1,0,1008,5.35,1,3,1,1,17.11
663.94,5,254.77,70.9,2,1,1,72.91,1,1,0,0,409.17,3,1,1,7017.81,1,1,1,1183,38.19,0,3,1,1,24.09
2200.0,0,1100.0,56.89,3,0,1,36.15,1,1,1,0,1100.0,3,0,1,15600.0,1,0,1,608,180.64,0,3,1,1,27.43
0.0,3,0.0,32.58,2,0,0,0.0,0,0,0,0,0.0,3,1,0,0.0,0,0,0,1019,25.96,0,3,1,0,10.36
1375.0,0,983.0,59.26,2,0,0,43.1,1,1,0,0,392.0,3,0,1,283.0,1,1,0,1112,30.08,1,3,1,1,32.4
0.0,0,0.0,35.51,0,0,0,1.24,0,1,1,0,0.0,0,0,0,0.0,0,0,0,147,34.04,0,3,1,1,0.0
715.99,0,569.37,51.31,2,0,0,32.59,0,1,0,0,146.63,3,0,1,0.0,0,0,1,711,48.29,0,3,1,1,29.47
0.0,0,0.0,22.94,0,0,0,3.17,0,0,0,0,13549.5,0,0,0,0.0,0,0,0,21,566.47,0,1,1,0,0.0
40050.0,3,3550.0,60.47,2,0,0,40.95,1,1,0,0,36500.0,3,1,1,903.23,1,1,1,440,3569.12,0,3,1,1,29.8
0.0,3,0.0,38.91,0,0,0,18.18,0,1,0,0,0.0,0,1,0,0.0,1,0,1,41,626.17,0,1,1,1,0.0
0.0,7,0.0,53.76,1,0,0,28.15,1,1,0,0,5405.64,3,1,1,0.0,0,1,0,505,416.08,0,3,1,1,36.25
1963.09,0,1916.41,54.51,1,1,1,33.92,1,1,1,0,46.69,3,0,1,1581.38,1,1,0,1060,418.53,0,3,1,1,11.79
0.0,0,0.0,29.86,2,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,538,3.9,0,3,1,0,23.09
93.93,6,59.39,62.78,2,0,1,52.43,1,1,1,0,34.54,3,1,1,2618.4,1,0,0,1002,5.36,1,3,1,1,25.91
812.24,0,642.87,68.35,2,0,0,58.2,1,1,1,1,69.37,3,0,1,19659.6,1,1,0,842,88.97,0,3,1,1,19.05
15646.0,5,6120.0,66.84,3,0,0,57.84,1,1,1,0,9526.0,3,1,1,110436.0,1,0,0,625,172.85,0,3,1,1,24.39
56.2,4,47.18,42.65,2,0,0,22.44,0,1,0,0,8.41,3,1,1,5.83,0,0,0,825,3.51,0,3,1,1,15.78
127000.0,4,8000.0,62.8,3,0,0,44.67,1,1,0,0,119000.0,3,1,1,0.0,1,0,1,531,692.79,0,3,1,1,36.47
0.0,0,0.0,33.1,2,0,0,0.91,0,1,0,0,0.0,3,0,0,0.0,0,0,0,803,49.57,1,0,1,1,26.4
16202.4,0,1049.99,60.76,2,0,0,63.7,1,1,0,0,15152.4,3,0,0,5837.83,0,1,1,667,308.59,1,3,1,1,20.45
0.0,0,0.0,35.26,1,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,428,12.84,0,3,1,0,23.94
0.0,5,0.0,40.01,1,0,0,14.38,0,0,0,0,0.0,3,1,0,0.0,0,1,1,769,7.17,0,3,1,0,18.08
105.27,0,91.52,47.04,2,0,1,25.22,1,1,0,0,14.05,3,0,1,12.9,0,0,0,606,10.25,0,3,1,1,18.75
4.17,0,3.74,38.92,3,0,0,8.4,1,1,0,0,0.43,0,0,1,0.08,0,0,0,165,0.67,0,3,1,1,22.75
19184.9,5,1099.86,61.11,3,0,0,61.43,1,1,1,0,18085.0,3,1,1,31905.2,1,1,0,304,1808.22,0,3,1,1,29.37
0.0,0,0.0,32.41,2,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,732,6.26,0,1,1,0,18.34
113.75,0,92.48,53.73,0,0,0,30.69,0,1,0,0,21.27,0,0,1,38.23,1,1,1,63,5.01,0,3,0,1,0.0
0.0,0,0.0,32.86,2,0,0,0.33,0,0,0,0,0.0,0,0,0,0.0,0,0,0,116,12.46,0,3,1,0,14.39
4792.77,8,3349.81,71.93,3,1,1,67.86,1,1,0,0,1142.96,3,1,1,174463.0,1,1,1,604,33.95,1,3,1,1,29.95
321.68,4,255.09,53.43,0,0,0,34.25,0,1,0,0,65.59,3,1,1,0.0,1,0,0,747,44.76,0,3,1,1,25.64
0.0,0,0.0,33.39,0,0,0,1.75,0,1,0,0,0.0,0,0,1,0.0,0,0,0,89,42.16,0,3,1,1,0.0
0.0,0,0.0,35.74,2,0,0,2.08,0,1,0,0,0.0,3,0,1,0.0,0,1,0,587,4.57,0,3,1,1,18.18
0.0,3,0.0,72.26,4,1,1,74.33,1,1,0,0,5240.16,3,1,1,5240.16,1,1,1,384,466.81,0,3,1,0,31.94
409.14,3,382.82,55.75,3,1,0,34.7,1,1,0,0,26.32,0,1,1,651.1,1,1,0,194,17.38,1,3,0,1,15.18
794.16,0,0.0,35.38,3,0,0,1.24,0,1,0,0,0.0,3,0,0,0.0,0,0,1,211,21.3,0,1,1,1,34.88
2800.0,5,0.0,56.42,3,1,0,34.25,1,1,0,0,1290.0,3,1,1,1510.0,1,1,0,516,42.77,0,1,1,1,40.81
875.0,3,591.0,65.21,2,1,0,54.58,1,1,0,0,284.0,3,1,1,14458.0,1,1,1,1001,59.36,1,3,1,1,21.51
6067.51,3,4322.76,79.0,4,1,1,74.45,1,1,1,0,1744.75,3,1,1,265146.0,1,1,1,605,38.34,0,3,1,1,30.89
0.0,0,0.0,41.45,2,0,0,25.58,0,1,0,0,0.0,3,0,1,0.0,0,0,0,623,19.04,0,3,1,1,12.64
5.95,0,5.05,38.12,0,0,0,15.04,0,0,0,0,0.9,0,0,0,2.3,0,0,0,121,0.94,0,3,1,1,0.0
92.38,3,45.94,62.27,2,1,0,46.3,1,1,0,0,46.45,3,1,1,38.19,1,0,1,1143,4.53,0,3,1,1,22.08
0.0,0,0.0,34.07,2,0,0,2.08,0,1,0,0,0.0,3,0,1,0.0,0,1,0,636,4.9,0,3,1,1,19.18
196.29,3,184.81,46.82,3,0,1,40.68,1,1,0,1,11.48,3,1,1,139.89,0,1,1,708,2.83,0,3,1,1,26.16
2742.31,4,1550.51,51.98,0,1,0,49.41,1,1,0,0,1191.8,0,1,1,0.0,1,1,0,90,166.96,0,3,1,1,0.0
2106.43,0,731.9,57.05,0,1,0,54.09,1,1,0,0,1374.53,0,0,1,2234.23,1,0,0,163,362.66,1,3,1,1,16.43
0.0,0,0.0,32.77,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,127,8.45,0,1,1,0,0.0
5010.19,3,271.23,66.02,2,1,0,50.26,1,1,0,0,4738.95,3,1,1,73.39,1,0,1,603,288.91,0,3,1,1,23.8
290.58,0,183.73,54.01,2,1,1,54.24,0,1,0,0,106.84,0,0,1,4306.23,0,0,0,136,36.21,0,3,1,1,14.51
34.22,5,20.25,57.36,1,0,1,37.93,1,1,0,0,13.97,3,1,1,48.01,0,1,0,752,1.19,0,3,1,1,16.17
13.08,6,7.63,60.45,2,0,0,58.26,1,1,0,0,5.45,3,1,1,489.04,0,0,0,805,2.35,1,3,1,1,9.36
0.0,0,0.0,34.95,2,0,0,1.96,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,34.1,0,1,1,0,28.24
0.0,0,0.0,43.26,2,0,0,19.33,1,1,0,0,0.0,3,0,0,38.8,0,0,0,690,2.54,1,3,1,1,13.48
351.98,0,225.72,66.31,3,1,0,65.84,1,1,0,0,126.26,3,0,1,6592.15,1,0,1,705,45.66,1,3,1,1,27.21
403.02,3,335.36,69.25,2,1,1,59.83,1,1,0,0,67.66,3,1,1,10019.3,1,1,1,842,13.1,1,3,1,1,11.94
2115.27,0,1681.64,48.41,2,0,1,20.6,0,1,0,0,433.63,3,0,1,3791.81,0,0,0,1272,17.24,1,3,1,1,12.54
2527.99,6,1048.84,45.99,3,0,0,24.89,1,0,0,0,1479.15,3,1,1,1342.63,1,1,1,382,67.75,0,3,1,1,29.31
694.0,5,478.0,53.38,3,0,0,26.06,0,1,0,0,216.0,3,1,1,0.0,0,0,1,716,128.54,1,3,1,1,27.86
318.2,5,252.3,69.78,2,1,1,61.82,1,1,1,0,65.9,3,1,1,44470.0,1,1,1,897,5.09,1,3,0,1,10.77
102.69,0,86.28,53.99,2,0,1,40.59,1,1,0,0,16.41,3,0,0,105.6,0,0,0,945,1.31,1,3,1,1,22.37
0.0,0,0.0,39.65,2,0,0,14.86,0,1,0,0,0.0,3,0,0,0.0,0,0,0,243,54.37,0,1,1,1,35.45
2692.86,4,892.28,50.7,1,0,0,42.01,0,1,0,0,1800.58,0,1,1,0.0,0,0,0,83,232.99,0,3,1,1,29.33
1257.66,3,1133.03,68.14,2,0,1,64.97,1,1,1,0,124.63,3,1,1,1346.7,1,1,1,910,21.19,1,3,0,1,14.77
0.0,0,0.0,16.53,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,4,26.38,0,1,1,0,0.0
674.83,0,540.72,54.49,2,0,0,43.19,0,1,0,0,134.12,3,0,1,472.34,0,0,0,872,36.82,1,3,1,1,19.6
3946.11,3,947.2,51.16,2,0,0,28.66,0,1,0,0,2998.91,0,1,1,2592.03,1,0,0,140,596.76,0,3,1,1,28.55
0.0,0,0.0,32.56,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,100,7.72,0,3,1,0,0.0
4377.0,3,2919.0,73.28,3,0,1,63.91,1,1,0,0,1458.0,3,1,1,20979.0,1,0,1,1128,89.51,1,3,1,1,17.26
0.0,4,0.0,34.41,2,0,0,1.24,0,1,0,0,0.0,3,1,0,0.0,0,0,0,838,10.05,0,3,1,1,16.34
12500.0,5,3700.0,52.93,3,0,0,27.57,1,1,0,0,8800.0,3,1,1,0.0,1,0,0,733,701.42,1,3,1,1,23.82
32.54,7,27.78,48.45,1,0,0,29.66,0,1,0,0,4.76,3,1,1,62.83,0,0,0,867,5.92,0,3,1,1,15.15
9.67,0,7.62,45.45,2,1,1,25.88,0,1,0,0,2.05,3,0,1,28.46,0,0,0,1185,0.48,0,3,1,1,16.2
88.46,0,51.68,40.41,2,1,0,21.29,0,1,0,0,36.78,3,0,0,97.24,0,0,1,846,6.02,0,1,1,1,19.24
1805.23,0,23.25,46.13,1,0,0,20.57,0,1,0,0,1781.98,3,0,0,1502.14,0,0,0,560,187.12,0,3,1,0,14.32
436.03,4,248.1,46.97,2,1,0,37.15,0,1,0,0,187.93,3,1,1,0.0,0,0,0,806,50.08,1,3,1,1,30.92
0.0,0,0.0,52.12,1,0,0,44.22,0,1,0,0,46.35,0,0,1,29.29,0,0,0,143,83.16,1,3,1,1,10.89
0.0,0,0.0,42.71,0,1,0,20.18,1,1,0,0,0.0,0,0,1,0.0,0,1,1,4,24.92,0,1,1,1,0.0
11.43,0,8.11,33.57,2,0,0,5.98,1,0,0,0,3.32,0,0,0,0.0,0,0,0,173,2.09,0,3,1,0,24.14
64.55,0,28.14,55.43,1,1,0,40.92,1,1,0,0,36.42,0,0,1,13823.6,0,1,1,261,2.93,0,3,1,1,7.47
1133.82,4,681.42,69.31,4,1,1,66.29,1,1,0,0,452.41,3,1,1,19764.8,1,1,1,1019,13.25,1,3,1,1,25.08
822.56,3,739.46,54.9,3,0,1,35.06,1,1,0,1,83.1,3,1,1,176.36,1,1,1,1050,4.82,0,3,1,1,29.02
0.0,4,0.0,44.94,4,0,0,17.64,0,1,0,0,0.0,0,1,1,0.0,1,1,1,52,6.95,0,3,1,1,23.42
1008.0,5,567.0,58.52,2,0,1,39.2,1,1,0,0,441.0,3,1,1,0.0,1,0,0,879,88.39,1,3,1,1,26.84
440.06,0,166.48,57.51,2,1,1,53.67,1,1,0,0,273.58,3,0,1,6428.21,0,0,0,681,44.95,1,3,1,1,21.19
60.43,5,45.9,51.75,1,1,1,35.82,0,1,0,0,14.53,3,1,0,52.97,0,0,0,798,7.34,0,3,1,1,23.15
4470.0,5,2390.0,70.87,2,1,0,71.55,1,1,0,0,2080.0,3,1,1,12103.0,1,0,1,886,212.26,1,3,1,1,22.05
17500.0,3,3400.0,67.45,2,0,0,36.12,1,0,0,0,14100.0,3,1,1,0.0,1,0,0,598,1283.27,0,3,1,1,18.55
0.0,0,0.0,21.29,2,0,0,2.08,1,1,0,0,0.0,3,0,1,0.0,0,0,0,434,0.36,0,3,1,1,0.0
0.0,0,0.0,40.66,0,0,0,16.46,0,1,0,0,0.0,3,0,1,0.0,0,0,0,746,36.97,1,3,1,1,16.91
553.93,0,506.9,45.16,2,0,0,26.94,1,1,0,1,47.03,0,0,1,499.9,0,0,1,188,24.4,0,3,1,1,12.63
0.0,0,0.0,43.3,3,0,0,17.12,1,1,0,0,0.0,3,0,1,0.0,0,0,0,570,73.46,1,3,1,1,35.3
6824.38,5,4035.72,51.83,3,0,0,37.24,1,1,0,0,2788.65,3,1,1,1685.86,0,0,1,778,47.73,1,3,1,1,21.39
0.0,4,0.0,42.49,2,0,0,16.46,0,1,0,0,0.0,3,1,1,0.0,0,0,0,332,21.19,0,1,1,1,29.66
0.0,4,0.0,39.15,2,1,0,14.38,0,0,0,0,0.0,3,1,0,0.0,0,0,1,871,32.54,0,1,0,0,19.04
92.56,0,65.14,57.98,1,0,0,45.39,1,1,0,0,27.43,3,0,1,34.56,0,1,0,1015,13.29,1,3,1,1,13.66
502.35,5,390.46,59.45,2,0,0,45.09,0,1,0,0,111.86,3,1,1,0.0,1,1,1,474,23.17,0,3,1,1,12.51
58.27,5,55.74,52.62,1,0,0,35.94,0,0,0,0,2.53,3,1,1,90.87,0,0,1,292,4.79,0,3,1,1,11.5
0.0,0,0.0,32.69,2,0,0,0.33,0,0,0,0,0.0,3,0,0,0.0,0,0,0,518,2.58,0,1,1,0,23.06
0.0,0,0.0,28.43,0,0,0,1.75,0,1,0,0,0.0,3,0,1,0.0,0,1,0,285,1.92,0,1,1,1,0.0
13.31,0,10.41,51.21,2,0,0,37.51,1,1,0,0,2.91,3,0,0,38.85,0,0,0,648,0.43,0,3,1,1,16.91
0.0,0,0.0,30.86,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,118,3.5,0,1,1,0,12.53
0.0,0,0.0,37.28,2,0,0,6.22,0,0,0,0,0.0,3,0,0,0.0,0,1,0,812,29.79,0,3,1,0,12.87
964.63,5,673.11,60.58,3,0,1,41.32,1,1,0,0,291.52,3,1,1,30551.0,1,0,0,218,14.97,0,3,1,1,28.36
0.0,0,0.0,33.99,2,0,0,3.59,1,1,0,0,0.0,3,0,1,0.0,1,0,0,450,7.06,1,1,1,1,16.48
2422.0,0,2022.0,53.85,3,0,1,40.02,0,1,0,0,400.0,3,0,1,0.0,1,0,1,1148,20.23,0,3,1,1,11.49
0.0,4,0.0,37.09,2,0,0,6.89,0,0,0,0,0.0,3,1,0,0.0,0,0,0,288,1.08,0,1,0,0,23.09
2261.77,0,1975.17,53.97,2,1,0,47.15,1,1,1,0,286.6,3,0,0,2178.5,0,0,0,580,114.52,0,3,1,1,24.01
0.0,0,0.0,31.5,1,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,546,7.1,0,1,1,0,26.16
729.7,0,631.86,42.89,2,0,0,22.41,0,1,0,0,97.84,0,0,1,0.0,0,0,0,184,22.12,1,3,1,1,16.81
0.0,0,0.0,37.67,0,0,0,14.38,0,0,0,0,0.0,0,0,0,0.0,0,0,0,17,5.94,0,0,1,0,0.0
57.22,0,28.7,54.19,2,1,0,39.47,0,1,0,0,28.52,0,0,1,47.3,0,0,0,229,1.7,0,3,1,1,9.95
44400.0,6,8000.0,60.63,3,0,0,48.23,1,1,0,0,36400.0,3,1,1,0.0,1,0,1,0,584.88,0,3,1,1,28.7
0.0,0,0.0,31.69,2,0,0,0.33,0,0,0,0,0.0,3,0,0,0.0,0,0,0,397,4.25,0,1,1,0,29.52
6836.3,0,5484.72,60.29,3,1,1,58.44,1,1,0,0,1351.58,3,0,1,8935.34,1,0,1,586,306.71,1,3,1,1,21.89
94.28,5,75.13,42.08,2,0,0,19.87,0,1,0,0,19.16,3,1,0,73.78,0,1,1,1049,6.6,0,3,1,1,19.45
317.0,0,211.0,45.59,1,0,0,16.97,0,1,0,0,106.0,3,0,1,0.0,0,0,0,808,27.72,0,3,1,0,25.93
0.0,0,0.0,32.9,1,0,0,0.33,0,0,0,0,0.0,0,0,0,0.0,0,0,0,160,76.7,0,4,1,0,35.7
57.69,0,52.86,57.65,4,1,0,38.42,1,1,0,0,4.83,3,0,1,495.96,0,1,1,1310,3.38,0,3,1,1,16.98
